,calib_pred,calib_true,test_pred,test_true
0,3.870110482084854e-11,0,1.0335414302176105e-08,0
1,4.1737607148206735e-08,0,7.721965289420041e-08,0
2,2.2418261025336506e-08,0,2.662528095243033e-05,1
3,0.0001545288978377357,0,5.4761232604505494e-05,0
4,2.9261659761914416e-10,1,0.006233802065253258,0
5,2.8990982059440285e-07,0,3.879257928929292e-05,0
6,1.2609614714165218e-05,0,1.9746844784340745e-11,0
7,1.0628087210307058e-07,0,1.6265121871583688e-07,0
8,2.5365653755216044e-07,0,9.593804861651734e-08,0
9,1.95879246156494e-09,0,0.13308563828468323,0
10,7.497523712984844e-10,1,0.00014385985559783876,0
11,1.4571879702884871e-08,0,1.4183993535255013e-08,0
12,2.3200386056743127e-10,0,2.249064863235617e-07,0
13,2.0187010396632843e-10,0,0.00038909242721274495,0
14,8.913718193070963e-05,0,2.1860938431927934e-05,0
15,0.00024869036860764027,0,4.127866048975193e-08,0
16,1.3906069398217369e-05,0,2.1952939732727828e-07,0
17,1.4785269009109925e-08,0,0.00017815083265304565,0
18,1.0229596336674973e-10,0,9.502576176600996e-06,0
19,8.687275165773052e-19,0,4.6661327246511064e-08,0
20,6.860279972897843e-05,0,0.00010844821372302249,0
21,2.3550486005774474e-08,0,4.484244442437557e-08,0
22,8.818672788540871e-13,0,0.0005941370036453009,0
23,0.0007215634686872363,0,2.7745873012463562e-06,0
24,9.110247134458405e-08,0,6.215172907581001e-12,0
25,2.4996320462378208e-06,0,6.8675309883303726e-09,0
26,0.0008176550618372858,0,0.0002561133587732911,0
27,2.765416502370499e-05,0,0.0006511285901069641,0
28,0.012201722711324692,1,3.456799776979658e-11,0
29,0.00011113525397377089,0,4.818743494505728e-12,0
30,0.0010310423094779253,0,2.6365283702034503e-05,0
31,0.010115375742316246,0,2.14886699723138e-06,0
32,1.1722210729203653e-05,0,5.052341123246151e-08,0
33,1.4695613572257571e-05,0,2.5200058644259116e-06,0
34,0.0005128619959577918,0,7.871159141359385e-06,0
35,7.577216933896125e-07,0,6.528696303575998e-06,0
36,0.012769469060003757,0,4.928147473437505e-11,0
37,8.291921460568119e-08,0,5.930296902079135e-05,1
38,0.0005450680037029088,0,7.33295368871012e-11,0
39,5.004931935559398e-08,0,1.046578930186115e-07,0
40,4.041098185247893e-12,0,1.137876193268994e-08,0
41,1.9965206377037248e-08,0,4.101788817933993e-06,0
42,0.0003331453481223434,0,0.0007432465790770948,0
43,4.019130938104354e-05,1,0.03671732544898987,1
44,7.981901717357687e-08,0,2.200252133266467e-12,0
45,2.3213337030369985e-08,0,0.0033143830951303244,0
