,calib_pred,calib_true,test_pred,test_true
0,0.0007671878556720912,0,1.867787269792774e-14,0
1,0.0007982631796039641,0,1.7973352441913448e-05,0
2,0.0002067372261080891,0,0.12689024209976196,0
3,4.327019098582241e-07,0,3.180678831427031e-08,0
4,1.2343632782574332e-09,0,1.4760705653316109e-06,0
5,5.605973285582877e-08,0,3.2083136147775804e-10,0
6,1.993910018427414e-06,0,9.928850340656936e-05,0
7,5.0074950195266865e-06,0,8.680466834221079e-08,0
8,9.214357851305977e-05,0,0.9989635944366455,1
9,0.9999853372573853,1,1.6305811811889726e-07,0
10,8.7071253801696e-05,0,1.1165680824376523e-08,0
11,8.587174527008301e-09,0,0.009047907777130604,0
12,0.001735329395160079,0,7.882713543949649e-05,0
13,2.759595645329682e-06,0,8.592772604565369e-10,0
14,0.020612861961126328,0,3.185256147730797e-08,0
15,0.00017637695418670774,0,2.413546029700342e-09,0
16,3.634400003171834e-10,0,0.002072187140583992,0
17,0.001308780163526535,0,0.006311818957328796,0
18,3.815904747739296e-08,0,1.0732651746503397e-11,0
19,2.1889212220571608e-08,0,9.707560622018718e-08,0
20,9.638609481044114e-05,1,4.3536336306715384e-05,0
21,0.005521548446267843,0,0.07302883267402649,0
22,6.90041488269344e-05,0,0.001234375755302608,0
23,1.1857844567364495e-11,0,1.283961501030717e-05,0
24,0.03548218682408333,0,4.8343895286961924e-06,0
25,7.874883323211179e-08,0,0.004547892138361931,0
26,0.003964824602007866,0,6.813161689933622e-06,0
27,0.00039749685674905777,0,1.0365428352088202e-05,0
28,1.021962159342138e-08,0,1.783317031822662e-07,0
29,9.640985808800906e-06,0,4.55892816830783e-08,0
30,9.737954798083592e-08,0,1.5837480304981e-06,0
31,0.010034414939582348,0,5.788022615176285e-15,0
32,6.719348688566384e-11,0,3.486922935721365e-15,0
33,6.28572452114895e-05,0,1.1557713008869541e-07,0
34,0.00031803137972019613,0,3.060698145418428e-05,0
35,1.2634014638024382e-05,0,7.193712372099981e-05,0
36,1.615909894780998e-08,0,0.0008978935657069087,0
37,6.665592081844807e-05,0,6.704029601678485e-06,0
38,2.1806531549373176e-06,0,3.2236168863164494e-06,0
39,3.0535475161741488e-06,0,1.3537024869947345e-06,0
40,1.5569149809380178e-06,0,0.0033451602794229984,0
41,2.011376620814076e-09,0,1.5658290664077867e-08,0
42,2.5564513634890318e-05,0,5.948113113163345e-10,0
43,5.389614307205193e-05,0,2.2380347218131647e-05,0
44,2.005724809350795e-06,0,5.472848556564713e-07,0
45,1.3362015494067236e-08,0,4.570204509946052e-06,0
46,0.05943455174565315,0,0.0004073715244885534,0
47,0.027039866894483566,0,2.334936965997514e-10,0
48,7.139142780943075e-06,0,0.0004204597498755902,0
49,0.00494577968493104,0,0.000401349418098107,0
50,0.0011234141420572996,0,8.331986464327201e-05,0
51,1.892761503086149e-07,0,3.638709313236177e-05,0
52,0.0007780177984386683,0,2.079949013022997e-08,0
53,4.652190455090022e-06,0,4.382405904834741e-08,0
54,3.134366124868393e-05,0,0.0005198397557251155,0
55,0.0013634415809065104,0,9.451325695408741e-07,0
56,2.167557799914732e-12,0,5.903275450691581e-05,0
57,2.62885896518128e-06,0,7.131472495869318e-11,0
58,1.125319795391988e-05,0,1.8312684915144928e-06,0
59,2.28237273525167e-09,0,0.9999963045120239,0
60,4.590642674884293e-07,0,2.1329256014723796e-06,0
61,9.018457092224708e-09,0,1.1594280522331246e-06,0
62,1.3695806956093293e-05,0,3.994680852770216e-08,0
63,0.8368113040924072,0,4.35229274842186e-08,0
64,0.00025835545966401696,0,0.045323554426431656,1
65,8.103374966594856e-06,0,0.00039739793282933533,0
66,6.290271414854942e-08,0,1.6322818510161596e-06,0
67,3.4281819605297414e-09,0,0.0008004450937733054,0
68,0.0003294945927336812,0,3.7003724173700903e-06,0
69,1.7258247680729255e-05,0,6.659130917796574e-07,0
70,6.279774970607832e-05,0,1.2555010471260175e-06,0
71,4.062668085680343e-05,0,9.415965905645862e-06,0
72,0.00018120734603144228,0,1.165979142569995e-06,0
73,2.830865923897363e-07,0,0.0006034306716173887,0
74,5.781125310022617e-06,0,2.0637686004576494e-10,0
75,1.8094573306370876e-06,0,0.9621269702911377,1
76,3.256694981246255e-05,0,2.2029954249713768e-11,0
77,8.949166385718854e-08,0,4.320327570894733e-05,0
78,4.228907712899854e-08,0,5.341580333606544e-08,0
79,5.611247502201877e-07,0,1.0930919813745277e-07,0
80,0.0005349694401957095,0,7.938076009850192e-07,0
81,5.57069824935752e-07,0,1.0902680536162279e-08,0
82,4.095831627637381e-06,0,3.624462863172084e-08,0
83,0.0074284435249865055,0,9.382650887346244e-07,0
84,6.43650288623121e-09,0,4.17319006373873e-06,0
85,0.000348838308127597,0,3.5538167963977685e-08,0
86,3.1472862360715226e-07,0,0.03240993618965149,0
87,0.00010280121932737529,0,0.30162957310676575,0
88,8.893006331334163e-10,0,7.930665672783999e-13,0
89,3.519711526678293e-06,0,8.883466216502711e-05,0
90,8.855936175677925e-05,0,0.00012403338041622192,0
91,1.3334239490347954e-08,0,0.000467204226879403,0
92,1.027762337457716e-07,0,0.00016705210146028548,0
93,7.285444780791295e-07,0,1.4975988449350552e-07,1
94,3.4529708953234817e-11,0,0.0002269161050207913,0
95,7.132612012128448e-08,0,9.690605111245532e-06,0
96,7.918600775091988e-10,0,1.764837907103356e-05,0
97,9.199669875670224e-05,0,9.312820111517794e-06,0
98,1.4034216064828797e-06,0,9.156764235740411e-11,0
99,0.004322777036577463,0,1.9922302385566582e-07,0
100,3.318254004902599e-10,0,1.2727196008199826e-06,0
101,5.669563324772753e-05,0,4.99010129715316e-05,0
102,0.9657054543495178,0,5.229081239122024e-07,0
103,3.091333766747084e-08,0,3.165353336953558e-05,0
104,1.4307003084468306e-06,0,4.388727575133089e-06,0
105,4.896028826806287e-07,0,0.00015534782141912729,0
106,0.6710293292999268,0,2.266844774112542e-07,0
107,0.00016879320901352912,0,0.00012846894969698042,0
108,5.805163141303638e-07,0,3.24258706996261e-07,0
109,1.1808609201580111e-07,0,7.65397180657601e-06,0
110,7.4991207839048e-06,0,5.6223150579626235e-08,0
111,0.00030386465368792415,0,8.380031431443058e-06,0
112,0.003979288507252932,0,1.3159283639976524e-14,0
113,0.882576048374176,0,2.9079167234158376e-06,0
114,1.5922902093734592e-05,0,2.7194662834517658e-05,0
115,5.1728250127780484e-08,0,0.00012009718193439767,0
116,9.95408868220693e-07,0,0.00034597990452311933,0
117,0.8882083892822266,1,4.727032654194829e-10,0
118,6.326168318082637e-07,0,2.4012206112367096e-10,0
119,4.351147046832704e-12,0,3.676798384053813e-18,0
120,2.2015399736119434e-05,0,7.481347711291164e-05,0
121,2.693012202126255e-10,0,7.893078145571053e-05,0
122,1.6106261682580225e-05,0,0.11930066347122192,0
123,1.3148946891305968e-05,0,7.908932531108803e-08,0
124,0.0004904434899799526,0,1.1251301224035615e-08,0
125,1.8757524230750278e-05,0,0.0005642432370223105,0
126,9.692939784144983e-09,0,1.5296471644887788e-08,0
127,1.3076638651909889e-06,0,8.697250919453836e-09,0
128,4.6985893277451396e-05,0,0.00016616136417724192,0
129,3.232144081266597e-05,0,4.592529592173378e-07,0
130,7.781372005410958e-06,0,1.173119699160452e-06,0
131,4.997298130859917e-09,0,2.3248576326295733e-06,0
132,0.003387060249224305,1,0.0021195211447775364,0
133,1.1398913102311781e-07,0,4.379740303761537e-08,0
134,3.8089056908496843e-10,0,4.888791863777442e-06,0
135,2.1117899450473487e-05,0,2.1845996798219858e-06,0
136,0.31356629729270935,0,8.047484152484685e-05,0
137,4.045757304993458e-05,1,8.90631270067388e-07,0
138,3.3514807000756264e-05,0,0.1429406851530075,0
139,2.5283715694395216e-20,0,0.00363926705904305,0
140,1.0115712711922242e-08,0,8.366610586563183e-07,0
141,0.005921293515712023,0,7.519907399000658e-07,0
142,2.106510876842549e-08,0,0.0005941262352280319,0
143,5.015562964949538e-10,0,5.64042920814245e-07,0
144,9.941925060985568e-11,0,0.00047537506907247007,0
145,1.4232881540010567e-08,0,5.908661364628642e-07,0
146,1.4117448876582728e-10,0,2.314709313111507e-09,0
147,0.0262414813041687,0,3.895986466773138e-08,0
148,1.5524861964877346e-06,0,0.060865819454193115,0
149,5.362307433642854e-07,0,1.1292796031625585e-08,0
150,9.121723110183666e-08,0,1.1724412615876645e-05,0
151,0.0011083378922194242,0,2.3405300453305244e-06,1
152,6.367633975656872e-09,0,0.00013001583283767104,0
153,6.696654395454971e-07,0,3.705082107785529e-08,0
154,8.86689595063217e-05,0,1.6184722451129119e-09,0
155,9.801597116165794e-07,0,3.36180141857767e-06,0
156,0.0015762007096782327,0,0.5584245920181274,1
157,1.5983888488335651e-06,0,1.6428951994384988e-06,0
158,2.2711994915880496e-06,0,1.6686604453752807e-07,0
159,2.7051785256304584e-09,0,4.3396397813921794e-05,0
160,1.610755307236914e-16,0,0.0028711515478789806,0
161,6.333088350615745e-13,0,1.6654267653848365e-07,0
162,6.78610163618032e-08,0,7.299773278646171e-05,0
163,5.869588676432613e-06,0,1.7928540501088719e-06,0
164,4.0802461853672867e-07,0,0.0001140050298999995,0
165,4.787289453744847e-10,0,0.0007223257562145591,0
166,1.2577633379251552e-09,0,1.7758135695078022e-19,0
167,2.1946398192085326e-06,0,1.664485809924586e-14,0
168,0.0012990692630410194,0,0.0023868198040872812,0
169,9.78627213044092e-06,0,1.1780683735196362e-06,0
170,7.388552489828726e-07,0,1.0817262818818563e-07,0
171,3.34109972754959e-05,0,3.062763909156274e-08,0
172,3.204082167940214e-05,0,4.935064339406381e-07,0
173,1.018769467009406e-06,0,0.0020460120867937803,0
174,1.2508076906669885e-05,0,1.4250892910183666e-08,0
175,4.9030102672986686e-05,0,1.3948643129424454e-07,0
176,7.108604222594295e-06,0,3.7276595321600325e-06,0
177,2.2834726678411243e-06,0,0.0004464085213840008,0
178,3.587368553326087e-07,0,2.6937761504086666e-05,0
179,0.0030328957363963127,0,0.0001910686114570126,0
180,0.00015908641216810793,0,2.306303031218704e-05,1
181,2.8097247195546515e-08,0,6.31079965387471e-05,0
182,1.1102057214884553e-05,0,4.913175871479325e-06,0
183,7.020313663730349e-09,0,1.45052567179782e-10,0
184,7.737726548384671e-08,0,2.157759126930614e-06,0
185,3.913122782250866e-06,0,5.632361066432168e-08,0
186,0.002024635672569275,1,4.410714016245265e-09,0
187,0.0004533017345238477,0,0.07254792749881744,0
188,0.5300903916358948,0,4.824698862648802e-07,1
189,5.972719918645453e-07,0,3.524043279412581e-08,0
190,9.138220775639638e-05,0,0.0026244157925248146,0
191,0.0053123184479773045,0,2.998248191943276e-07,0
192,0.0014148772461339831,0,1.786840039130766e-05,0
193,1.4321024536911864e-05,0,1.5014275239638826e-18,0
194,1.3039629038757994e-06,0,0.002836784580722451,0
195,0.0015629988629370928,0,4.919838829664513e-07,0
196,0.9388567209243774,0,0.0004151499306317419,0
197,2.909228768999128e-08,0,0.00021574381389655173,0
198,1.4337409083964303e-05,0,4.830168109037913e-06,0
199,1.4754338735656347e-05,0,1.5907527995295823e-05,0
200,0.00010472187568666413,0,7.167028525145724e-05,0
201,3.629854109021835e-05,1,8.565215830458328e-05,0
202,0.0003478268045000732,0,7.473764185306209e-07,0
203,6.503523763967678e-05,0,2.864152648385243e-08,0
204,2.729168045334518e-06,0,6.102632141846698e-07,0
205,0.0003381797578185797,0,3.9488867287218454e-08,0
206,8.726455575924774e-07,0,0.00019108445849269629,0
207,3.8020034480723552e-06,0,0.07547008991241455,0
208,1.5003500664079183e-08,0,6.047252441021556e-07,0
209,6.711883653032213e-14,0,3.030372113244084e-07,0
210,0.00015179112961050123,0,4.875356845665535e-13,0
211,1.5909629169641448e-09,0,0.0009581357007846236,0
212,4.688950866693631e-06,0,0.9957139492034912,0
213,2.7527839847607538e-05,0,1.0343832400394604e-05,0
214,1.6743910009608953e-06,0,4.629436602954229e-07,0
215,1.852796776802279e-05,0,1.3920013770984951e-05,0
216,5.510732080438174e-06,0,1.1049339263990987e-05,0
217,0.003046192228794098,0,4.9593991207075305e-06,0
218,7.048706174828112e-05,0,0.002676629927009344,0
219,1.8006845792228887e-08,0,3.6328670830698684e-05,0
220,1.1237669241381809e-05,0,9.63354049310361e-12,0
221,0.00976753979921341,0,2.3068680832238897e-07,0
222,1.895361734227663e-08,0,5.563215665915777e-09,0
223,6.694781173877118e-09,0,0.7689447999000549,0
224,0.5870612859725952,0,0.00022460237960331142,0
225,2.4656765162944794e-05,0,5.108748493687365e-12,0
226,0.0003839339769911021,0,1.2545701366661888e-08,0
227,1.606777914275881e-06,0,3.512660987325944e-05,0
228,6.305075905821411e-10,0,0.004709090106189251,0
229,2.48281844505982e-06,0,0.000755018787458539,0
230,4.4197200622875243e-05,0,9.950169442163315e-06,0
231,0.0013647394953295588,0,5.557877784667653e-07,0
232,4.791368610312929e-06,0,0.9952659606933594,0
233,1.3135117171714228e-07,0,1.1312034757793299e-06,0
234,6.311013294180157e-07,0,0.0002992104273289442,0
235,2.010389835049864e-06,0,1.147595867223572e-06,0
236,3.6857495205292086e-15,0,0.0030670829582959414,0
237,5.539946869248524e-05,0,0.00017410068539902568,0
238,3.3783362596295774e-07,0,0.001709844102151692,0
239,2.6201760192634538e-05,0,9.953547319696554e-09,0
240,9.754412531037815e-07,0,0.00022493113647215068,0
241,1.0517628989958894e-09,0,3.608955623235488e-08,0
242,0.00011385206016711891,0,5.856706138729351e-06,0
243,5.544442956306739e-06,0,0.00036133351386524737,0
244,5.8485977206146345e-05,0,1.3145637240086216e-05,0
245,0.00048143602907657623,0,0.002245779847726226,1
246,7.898830517660826e-06,0,1.9729839095816715e-06,0
247,6.048222189747321e-08,0,0.00022645942226517946,0
248,0.268257737159729,0,3.7907727801211877e-07,0
249,2.705345103493073e-08,0,6.968962624857855e-13,0
250,7.816803554305807e-05,0,3.937624910577142e-07,0
251,0.00020383120863698423,0,0.00010238817776553333,1
252,1.765711914458734e-07,0,1.3240679663795163e-06,0
253,1.2707258747468586e-06,0,1.1772591582137615e-11,0
254,3.7856463563912257e-07,0,0.04224289953708649,0
255,1.3816234059049748e-05,0,1.3770014106739836e-07,0
256,0.0018044174648821354,0,0.04494297131896019,0
257,2.716788549150806e-05,0,0.0001312435051659122,0
258,0.0009289135341532528,0,8.965616871137172e-07,0
259,1.4076222826231444e-11,0,6.33918304515646e-08,0
260,3.5301705793244764e-05,0,0.0035119522362947464,1
261,1.1073105987691179e-08,1,7.879842451075092e-05,0
262,7.790146696606826e-07,0,1.3262854085382275e-13,0
263,1.4613120713491412e-09,0,4.861491561314324e-06,0
264,2.904885150201153e-07,0,2.2102525365497172e-10,0
265,1.048134254233446e-05,0,1.1914858987438492e-05,0
266,1.3380039298738211e-09,0,0.0007425205549225211,1
267,4.102308230358176e-05,0,1.7063792256521992e-05,0
268,0.001431200304068625,0,7.600683147757081e-06,0
269,0.0002087246102746576,0,4.435912470679426e-10,0
270,3.986232059105532e-06,0,2.119042255799286e-05,0
271,5.803258984471427e-10,0,4.643001375370659e-05,0
272,4.2051619963956455e-09,1,3.797944714278856e-07,0
273,4.1137656836554015e-08,0,1.0974371633665214e-07,0
274,2.8198859805365906e-13,0,0.7345603108406067,0
275,2.0314676607569027e-09,0,0.0015433883527293801,0
276,0.001799113117158413,0,2.0668610886787064e-05,0
277,2.6750678443931974e-05,0,3.4814740956790047e-06,0
278,5.397571294452064e-05,0,3.425784811383892e-08,0
279,1.669007474447426e-07,0,0.00018373812781646848,0
280,0.0007251746719703078,0,0.6418911218643188,0
281,7.22141137998733e-08,0,0.0001974405167857185,0
282,1.742865265441651e-06,0,7.34144407488202e-07,0
283,2.466318619553931e-05,0,0.00023731510736979544,0
284,1.908957852903015e-10,0,0.00046563587966375053,0
285,0.00020464169210754335,0,1.7422904647901305e-06,0
286,4.5041440022153267e-10,0,5.948063699179329e-05,0
287,3.4999764011445222e-06,0,2.044499292086499e-11,0
288,3.6644889860326657e-06,0,1.777943361958023e-05,0
289,9.518128507579604e-08,0,1.11886244269499e-07,0
290,5.890938155062031e-07,0,8.633216452835768e-07,0
291,7.740398359601386e-06,0,0.00045219945604912937,0
292,0.7680982351303101,0,0.0012882511364296079,0
293,0.0004533401515800506,0,1.6141776768563432e-06,0
294,0.0006335123325698078,0,0.0003973600687459111,0
295,0.00022560083016287535,0,0.00018269311112817377,0
296,3.445964466664009e-05,0,2.222322024181267e-07,0
297,1.2357136647267453e-08,0,5.074161435913993e-06,0
298,1.3474818483238948e-10,0,3.9938316542809105e-10,0
299,0.0012899043504148722,0,2.1612047930830158e-05,0
300,1.3953182360637584e-06,0,3.2480167444504104e-09,0
301,9.485180869905907e-12,0,0.1046961098909378,0
302,2.3209570116505818e-12,0,4.914562850899529e-06,0
303,4.313449153414695e-06,0,1.8175205696024932e-07,0
304,2.2256732012948532e-09,0,4.970519551505959e-09,0
305,9.271008849509599e-08,0,0.0002888594171963632,0
306,0.00015319895464926958,0,5.468441941047786e-06,0
307,0.000773064442910254,0,1.1582490522243916e-08,0
308,3.1335323456005426e-06,0,1.556306415295694e-06,0
309,4.523845298365359e-09,0,9.634366904265335e-08,0
310,0.0051352172158658504,0,9.939251322066411e-05,0
311,0.0005378040950745344,1,0.0026939462404698133,0
312,1.7325741055174149e-06,0,0.0005539128324016929,0
313,3.635816092639743e-09,0,5.786778638139367e-05,0
314,6.815729136633308e-08,0,2.6759593652059266e-08,0
315,0.000665213679894805,0,0.997955322265625,0
316,0.014442414045333862,0,8.797929496040524e-08,0
317,2.968100876188373e-09,0,1.229978892069994e-07,0
318,4.005104710813612e-05,0,0.00015063848695717752,0
319,1.5197718994386378e-06,0,1.2491390180002782e-06,0
320,0.9999473094940186,1,0.0007825113134458661,0
321,0.012420175597071648,0,0.9999481439590454,0
322,0.0700908750295639,0,2.9290023184636027e-10,0
323,1.690107540139492e-14,0,4.0343071304960176e-05,0
324,8.079371764324605e-05,0,3.3250498573033846e-15,0
325,1.091164904210018e-05,0,4.515301770879887e-05,0
326,0.0016081125941127539,0,2.1411660782177933e-05,0
327,1.1746227102094053e-07,0,7.989897858351469e-05,1
328,3.3278236060141353e-06,0,2.2646193542641413e-07,0
329,3.4959732602146687e-06,0,2.1727319108322263e-05,0
330,3.433528763707727e-05,0,1.5843794187730964e-07,0
331,1.339739355898928e-06,0,0.0014858588110655546,0
332,0.7956690192222595,0,5.10116082708123e-09,0
333,0.0021283135283738375,0,1.111022265831707e-05,0
334,2.809307488860213e-07,1,3.327281228848733e-05,0
335,8.445081078889416e-09,0,7.167247531469911e-05,0
336,4.622025642220251e-07,0,8.351531141670421e-05,0
337,0.00024919380666688085,0,2.3657530334730836e-07,0
338,0.0028153143357485533,0,0.000562014989554882,0
339,6.267573553486727e-06,0,7.751582415949088e-06,0
340,3.638804535466278e-10,0,5.561453964020302e-09,0
