,calib_pred,calib_true,q2,q5,q7,q8,q9
0,5.352215766906738,5.0,5.0,5.443697499232712,5.551159924742016,5.6787247804708825,5.801075341009253
1,6.132571697235107,6.167491087293763,5.0,5.0,5.0,5.0,6.00436480540245
2,5.596644878387451,5.0,5.0,5.0,5.0,5.0,5.0
3,5.1098175048828125,5.0,5.0,5.0,5.0,5.0,5.052287874528034
4,5.0469207763671875,5.3872161432802645,5.13489686732737,5.337242168318426,5.71263495315074,5.900331345566897,6.0880277379830545
5,5.947464466094971,5.0,5.0,5.0,5.0,5.0,5.511772612256912
6,5.531562805175781,5.136677139879544,5.0,5.0,5.0,5.07535014192042,5.631157514037127
7,7.6052374839782715,6.958607314841775,5.0,6.0,7.443697499232712,7.853871964321762,8.267606240177031
8,6.00791597366333,6.292429823902063,5.0,5.0,5.228168189930098,5.799837697800178,6.125716117829548
9,5.832324504852295,5.795880017344075,5.0,5.0,5.0,5.0,5.785936627486517
10,5.151246547698975,5.0,5.0,5.0,5.0,5.0,5.0
11,5.774709701538086,6.568636235841013,5.0,5.305416957817734,6.071284741071004,7.958607314841775,8.532199274312477
12,6.073979377746582,5.142667503568732,5.0,5.0,6.198983920954329,6.5968610022946965,7.161359431102103
13,5.719064712524414,5.0,5.0,5.0,5.0,5.0,5.768484767889586
14,5.187061786651611,5.2441251443275085,5.0,5.0,5.0,5.263030927671117,5.817512849138552
15,5.407295227050781,5.0,5.0,5.0,5.0,5.0,5.0
16,5.067549228668213,5.0,5.0,5.0,5.0,5.0,5.0
17,5.384930610656738,6.3872161432802645,5.0,5.0,5.761696215610179,6.177904163042561,6.466519898809738
18,5.355981826782227,5.0,5.0,5.0,5.671025120389242,6.110714783993095,6.326982902730283
19,5.656318187713623,5.0,5.0,5.0,5.0,5.0,5.0
20,5.117118835449219,5.0,5.0,5.0,5.0,5.0,5.170774392864352
21,5.253328800201416,5.0,5.0,5.0,5.0,5.0,5.302395004071619
22,6.045103073120117,6.443697499232712,5.0,5.0,5.273559173389835,5.790531102950661,6.461279287097559
23,5.2061448097229,5.0,5.0,5.0,5.0,5.0,5.61741902995024
24,5.5087480545043945,5.0,5.0,5.18837535480105,5.508265941712514,5.887612466273549,6.195574042055713
