,calib_pred,calib_true,q2,q5,q7,q8,q9
0,5.462764263153076,5.0,5.0,5.0,5.0,5.0,5.0
1,5.417784690856934,5.0,5.0,5.0,5.0,5.0,6.2441251443275085
2,5.530915260314941,5.259637310505756,5.0,5.0,5.0,5.0,5.2637517525248825
3,5.613555431365967,5.0,5.0,5.0,6.857116012140852,7.061960783994297,7.323193277897609
4,5.13217306137085,5.0,5.0,5.037860356969059,5.085139604248466,5.831215744285084,6.986395123029099
5,6.880711555480957,8.638272163982407,5.0,6.043093073808142,7.07182519237316,8.077633695093764,8.492826401010927
6,5.922763347625732,5.853871964321762,5.0,5.0,5.0,5.546612617768166,6.556749978113809
7,5.206425666809082,5.0,5.0,5.0,5.0,5.0,5.0
8,5.552125930786133,5.0,5.442273574926225,5.903437700822769,6.31123310906824,6.829901385619807,6.995245391907288
9,6.066787242889404,5.958607314841775,5.0,5.795880017344075,6.552841968657781,6.958607314841775,7.443697499232712
10,5.260853290557861,5.0,5.0,5.234260541478872,6.027706882893156,6.67321198489708,7.108327214059791
11,4.8699541091918945,5.0,5.0,5.0,5.0,5.770397993819121,6.308757122781764
12,5.382845878601074,5.0,5.0,5.0,5.0,5.0,6.009151498112136
13,5.3121771812438965,5.0,5.0,5.0,5.0,5.2,5.6
14,5.442854881286621,5.0,5.0,5.0,6.087638551561121,7.015772611904869,8.068613513106564
15,5.516839504241943,5.0,5.0,5.0,5.0,5.0,5.102227639471115
16,5.458991527557373,5.0,5.0,5.0,5.0,5.0,5.983084744413133
17,6.4871063232421875,7.769551078621726,5.0,6.043093073808142,7.07182519237316,8.077633695093764,8.492826401010927
18,5.528347492218018,5.0,5.0,5.0,5.0,5.0,5.0
19,5.501158714294434,5.3979400086720375,5.0,5.0,5.0,5.091186391129945,5.578116830611359
20,5.1349968910217285,5.0,5.0,5.0,5.0,5.0,5.0
21,6.226016521453857,6.431798275933005,5.0,5.795880017344075,6.552841968657781,6.958607314841775,7.443697499232712
22,5.08864688873291,5.0,5.0,5.0,5.301029995663981,5.6020599913279625,5.974423738776309
23,5.319660186767578,5.958607314841775,5.0,5.372363747448347,6.002182402701225,6.259637310505756,6.267680720452484
24,5.413854598999023,5.0,5.0,5.0,5.0,5.432747839428303,5.859009298670459
25,5.415604114532471,5.0,5.0,5.0,5.0,5.838764005203223,6.534719595366955
26,5.1965012550354,5.0,5.0,5.163766343465959,5.701235137404173,5.775419008365123,6.366807013441658
27,4.958251476287842,5.0,5.0,5.0,5.0,5.0,5.0
28,5.2152204513549805,5.0,5.0,5.0,5.20144957839504,5.766231326583904,6.7950700337641115
29,5.482397556304932,5.0,5.0,5.0,5.162410458012318,5.4133641672878605,5.785774312259328
30,4.9696831703186035,5.0,5.0,5.0,5.0,5.0,5.0
31,6.550263404846191,5.0,5.0,6.043093073808142,7.07182519237316,8.077633695093764,8.492826401010927
32,5.931647300720215,5.0,5.0,5.0,6.019115288922279,6.712553260290954,8.845855511987395
33,5.085010528564453,5.0,5.0,5.0,5.537860356969059,6.075720713938118,6.159922929132813
34,5.3195271492004395,5.0,5.0,5.0,5.0,5.0,5.0
35,5.0853047370910645,5.0,5.0,5.0,5.0,5.0,5.0
36,5.069512367248535,5.0,5.0,5.0,5.0,5.0,5.0
37,5.107037544250488,5.0,5.0,5.0,5.0,5.0,6.009151498112136
38,5.88346529006958,5.0,5.0,5.795880017344075,6.552841968657781,6.958607314841775,7.443697499232712
39,5.109445571899414,5.0,5.0,5.0,5.0,5.0,5.287582194452533
40,5.081854343414307,5.0,5.0,5.0,5.0,5.0,5.0
41,5.129837989807129,5.0,5.0,5.0,5.0,5.0,5.886056647693163
42,5.844964027404785,5.0,5.0,5.259637310505756,5.920818753952375,6.086186147616283,6.376750709602099
43,6.246731281280518,5.0,5.0,5.0,5.0,5.0,5.0
44,5.077133655548096,5.0,5.0,5.0,5.0,5.0,5.479303657420887
45,5.241979122161865,5.0,5.0,5.0,5.0,5.0,5.359176003468815
46,5.855445384979248,5.0,5.0,5.5376020021010435,6.012135024635428,6.382057852871272,6.884636998075768
47,5.828855037689209,5.0,5.0,5.0,5.0,5.432747839428303,5.781118105518733
48,5.911443710327148,5.508638306165727,5.0,5.84518491628705,6.6392966955765385,7.799804613687855,7.998633878990739
49,5.066063404083252,5.0,5.0,5.0,5.0,5.0,5.0
50,5.699375629425049,5.0,5.0,5.0,5.062282493150524,5.319996864125741,5.8510986359624715
51,5.611776828765869,5.0,5.0,5.0,5.0,5.0,5.139794000867203
52,5.409043788909912,5.0,5.0,5.0,5.0,5.0,5.146214911951032
53,5.215381145477295,5.0,5.0,5.0,5.0,5.0,5.0
54,4.966662406921387,5.0,5.0,5.0,5.971873254973035,6.713422040701741,6.936618819492816
55,5.459227085113525,5.0,5.0,5.0,5.866218499539627,6.458812923588473,6.516704311933249
56,5.5226945877075195,5.0,5.0,5.0,5.226050425761258,6.756406673520427,7.962808659215705
57,5.1580095291137695,5.0,5.0,5.0,5.178273661756906,5.356547323513812,5.73786686561651
58,5.865431785583496,5.552841968657781,5.0,5.0,5.0,5.0,5.0
