,calib_pred,calib_true,q2,q5,q7,q8,q9
0,4.974280834197998,5.0,5.0,5.0,5.0,5.0,5.18237278225989
1,4.98900842666626,5.0,5.0,5.0,5.0,5.0,5.698970004336019
2,5.642640590667725,7.853871964321762,5.0,5.782237074250673,6.843509173662494,7.178182797877674,7.226994020572245
3,5.277210712432861,6.327902142064283,5.0,5.337242168318426,5.853871964321762,6.5376020021010435,6.585026652029182
4,5.588876724243164,5.229147988357856,5.0,5.770303756120384,7.653576540361385,8.346787486224656,8.823908740944319
5,5.60105562210083,5.0,5.0,5.0,6.060480747381382,6.309803919971486,7.013228265733755
6,5.8183112144470215,5.0,5.0,6.327902142064283,6.846276671011497,7.157537171164955,7.4664732257529245
7,5.131466388702393,5.0,5.0,5.0,5.0,5.0,5.0
8,5.005723476409912,5.0,5.0,5.0,5.0,5.0,5.247172622283296
9,4.9722161293029785,5.0,5.0,5.0,5.069357497244931,5.277429988979725,5.371646648924194
10,5.15753173828125,7.221848749616356,6.083891182279256,7.236572006437063,7.626860409341223,8.022891572324614,8.333765172522632
11,5.1658406257629395,5.0,5.0,5.0,5.0,5.0,5.0
12,5.103736400604248,5.0,5.0,5.0,5.601591118480795,6.43059349204171,6.857656982056643
13,5.2234206199646,5.0,5.0,5.0,5.0,5.0,5.0
14,5.0454888343811035,5.0,5.0,5.0,5.0,5.341548785728705,5.93989690273045
15,5.5060505867004395,5.0,5.0,5.0,5.823908740944319,6.5964906070975715,8.01812260501597
16,5.6980743408203125,5.0,5.0,5.0,5.0,5.207709848404605,6.667481597900463
17,6.028940200805664,5.275724130399211,5.0,5.0,5.823908740944319,6.5964906070975715,8.01812260501597
18,5.748764991760254,5.0,5.0,5.0,5.0,5.0,5.503854924202303
19,5.910838603973389,5.0,5.0,5.0,5.060480747381382,5.657577319177793,5.823908740944319
20,5.844621181488037,5.0,5.0,5.0,5.601591118480795,6.43059349204171,6.857656982056643
21,4.9738898277282715,5.0,5.0,5.0,5.0,5.11359866254608,5.8353890466279426
