,calib_pred,calib_true,q2,q5,q7,q8,q9
0,5.3226094245910645,5.0,5.0,5.0,5.6777807052660805,6.2441251443275085,7.455931955649724
1,5.48625373840332,5.0,5.0,5.0,5.0,5.0,5.0
2,5.104874134063721,5.0,5.0,5.0,5.0,5.215040800840418,5.63572709431657
3,5.106734275817871,5.0,5.0,5.0,5.0,5.83232968596816,6.9820578528712725
4,5.473489284515381,5.0,5.0,5.0,5.460304123424455,5.727297459752913,5.842957517379254
5,5.563265323638916,5.0,5.0,5.0,5.0,5.0,5.225963731050575
6,5.007607936859131,5.0,5.0,5.0,5.0,5.0,5.17626838109566
7,5.122738838195801,5.0,5.0,5.0,5.508638306165727,5.568636235841013,6.045757490560675
8,5.574090003967285,6.508638306165727,5.0,5.0,5.0,5.0,5.0
9,6.05482816696167,6.3979400086720375,5.0,5.0,5.692535685100953,6.6602059991327955,6.7554348637645845
10,5.157225608825684,5.0,5.0,5.3191360819912035,5.796218476457599,6.6333103967098985,7.51845013122929
11,5.200108051300049,5.0,5.0,5.0,5.0,5.698970004336019,7.036212172654444
12,5.103192329406738,5.107905397309519,5.0,5.0,5.060480747381382,5.585026652029182,6.2441251443275085
13,5.57870626449585,5.0,5.0,5.0,5.0,5.0,5.426200619502573
14,5.528254985809326,5.0,5.0,5.0,5.0,5.279588001734408,5.71308621919316
15,5.292819499969482,5.0,5.0,5.659379381312206,6.459043255966926,6.527395481179633,6.693142413833389
16,6.024928092956543,5.481486060122113,5.0,5.013228265733755,6.45289519013992,6.8782079243576035,7.307250168005734
17,5.31527042388916,6.698970004336019,5.0,5.0,5.0,5.0,5.0
18,5.910504341125488,5.0,5.0,5.0,5.546298243115344,5.753709344281097,6.003772933494679
19,6.321621894836426,5.0,5.0,5.0,5.0,5.7510871837962805,6.346859251847963
20,5.030202865600586,5.0,5.0,5.0043869621537524,5.292338508861725,5.575320986938403,5.7626148232453405
21,5.8338446617126465,8.2518119729938,5.585026652029182,7.318758762624412,8.102372908709558,8.602059991327963,8.657577319177793
22,5.099936485290527,5.0,5.0,5.0,5.0,5.520411998265593,6.520411998265593
23,5.484591484069824,5.0,5.0,5.0,5.20144957839504,5.80144957839504,6.90072478919752
24,5.603872299194336,8.823908740944319,5.0,5.377861439599078,6.101089344317988,7.142667503568731,8.244727494896694
25,5.234737396240234,5.0,5.0,5.0,5.0,5.0,5.240845616159329
26,6.151836395263672,5.920818753952375,5.0,5.0,5.0,5.317005330405837,5.95101599121751
27,5.847063064575195,5.0,5.0,5.468521082957745,6.406736316113207,7.107905397309519,7.540856679306803
28,5.538167476654053,5.0,5.0,5.721246399047171,6.177211329538632,6.708845318154531,6.931633988615898
29,5.3100128173828125,5.0,5.0,5.0,5.0,5.263030927671117,5.696836248206587
30,5.992916107177734,5.0,5.0,5.468521082957745,6.406736316113207,7.107905397309519,7.540856679306803
31,5.372433185577393,5.0,5.0,5.0,5.0,6.853871964321762,7.431798275933005
32,5.2342987060546875,5.0,5.0,5.0,5.243715906895405,5.453088035684105,6.277301404357603
33,5.458179473876953,5.0,5.0,5.0,5.0,5.0,5.610924374808178
34,6.871372699737549,5.443697499232712,5.0,5.468521082957745,6.406736316113207,7.107905397309519,7.540856679306803
35,5.085484504699707,5.0,5.0,5.0,5.433109249769814,6.446144390516115,6.55236040042307
36,5.741641998291016,6.7447274948966935,5.446836496938016,7.017728766960431,7.243607068306918,7.328650305459496,7.456585120972145
37,6.080137729644775,5.920818753952375,5.0,5.0,5.0,5.692941175991447,6.2068020146093055
38,4.884253025054932,5.0,5.0,5.0,5.0,5.0,5.0
39,5.319899082183838,5.0,5.0,5.0,6.105638427495666,6.648257356901192,7.270567518333671
40,5.550095081329346,5.522878745280337,5.0,5.0,5.0,5.568636235841013,5.823908740944319
41,5.5996222496032715,6.7447274948966935,5.0,5.4089353929735005,6.712245024930249,7.249214097259133,7.372339460366744
42,5.465523719787598,5.823908740944319,5.0,5.0,5.0,5.0,5.366554624884906
43,5.326484680175781,5.0,5.0,5.0,5.0,5.655308865592963,6.768217767855745
44,5.404979705810547,5.769551078621726,5.0,5.0,5.0,5.0,5.426200619502573
45,5.311334133148193,5.0,5.0,5.0,5.6777807052660805,6.2441251443275085,7.455931955649724
46,5.515777111053467,5.0,5.0,5.0,5.0,5.259078965559803,5.833124116739621
47,5.18253755569458,6.346787486224656,5.0,5.0,5.126064921014957,5.548269272182829,6.07808987328695
48,5.315145492553711,5.0,5.0,5.0,5.0,5.055144826079842,5.4612285453861915
49,5.263780117034912,6.2441251443275085,5.0,5.0,5.0,5.0,5.159176003468814
50,5.78241491317749,5.0,5.0,5.0,5.11359866254608,5.315943963537135,5.60967299787655
51,6.495565414428711,7.7447274948966935,5.0,5.0,5.4430283238465815,5.886056647693163,6.8278038631574445
52,6.871372699737549,6.136677139879544,5.0,5.468521082957745,6.406736316113207,7.107905397309519,7.540856679306803
53,5.752533435821533,7.585026652029182,5.0,5.0,5.06957007891967,5.18996574924752,5.274075749230935
54,5.594262599945068,5.376750709602099,5.0,5.0,6.22501680595475,7.079343396138645,7.887159097790348
55,6.076009750366211,5.6777807052660805,5.0,5.360623199523586,5.721246399047171,6.249734554415647,6.779588001734408
56,5.168944835662842,5.0,5.0,5.0,5.0,5.0,5.0
57,5.297287464141846,5.0,5.454908988672811,6.142667503568731,6.262477359835397,6.373737859988854,6.536353932162436
58,5.123354911804199,5.0,5.0,5.0,5.0,5.0,5.095627628787324
59,6.871616840362549,6.853871964321762,5.0,5.0,5.0,5.014116214857141,5.104416506154486
60,5.132740497589111,5.0,5.0,5.0,5.0,5.0,5.17626838109566
61,5.70622444152832,5.0,5.0,5.0,5.853871964321762,6.167491087293763,6.958607314841775
62,6.160122871398926,6.522878745280337,5.0,5.0,5.6777807052660805,6.2441251443275085,7.455931955649724
63,5.182096481323242,5.0,5.0,5.0,5.0,5.0,5.17626838109566
64,5.369387149810791,5.0,5.0,5.060480747381382,6.61325158396469,7.925582227794969,8.462449188349682
65,5.895233631134033,5.0,5.0,5.0,5.243715906895405,5.453088035684105,6.277301404357603
66,5.0912394523620605,5.0,5.0,5.0,5.546298243115344,5.753709344281097,6.003772933494679
67,5.8700103759765625,5.0,5.0,5.229147988357856,6.406070126648634,6.481486060122114,7.420156272611401
68,5.289356708526611,5.0,5.0,5.0,5.11359866254608,5.315943963537135,5.60967299787655
69,5.291552543640137,5.0,5.0,5.0,5.0,5.0,5.0
70,5.444809913635254,5.0,5.0,5.0,5.0,5.597940008672039,6.78004376813455
71,5.620983123779297,8.920818753952375,5.0,5.0,5.0,5.394546391506677,6.64036078199009
72,5.4134135246276855,5.0,5.0,5.0,5.0,5.0,5.026200619502573
73,4.884361267089844,5.0,5.0,5.0,5.0,5.0,5.271309464702763
74,5.756473541259766,5.0,5.0,5.809894379144197,6.78798133572737,7.428264308270253,8.145333086883602
75,5.613996982574463,5.0,5.0,5.0,6.2441251443275085,6.3872161432802645,6.6777807052660805
76,6.019016742706299,5.0,5.0,5.2543191530828635,5.5778404206037955,5.785446763918003,5.99305310723221
77,5.354377269744873,5.494850021680094,5.0,5.0,5.444343494119858,5.780617997398389,6.507343895340924
78,5.163610458374023,5.0,5.0,5.0,5.0,5.209151498112135,5.7890773890886225
79,5.445451259613037,6.568636235841013,5.0,5.0,5.772993325455987,5.8577908171338695,6.8232931839590405
80,5.227671146392822,5.0,5.0,5.0,5.0,5.0,5.249485002168009
81,5.851896286010742,5.0,5.0,5.0,5.0,5.172719310373202,5.53716008371476
82,5.089900970458984,5.0,5.0,5.0,5.0,5.093704216591549,5.49614172415164
83,5.532176494598389,5.0,5.0,5.0,6.56705680912269,7.1487416512809245,7.842553112968972
84,6.155803680419922,6.0655015487564325,5.0,5.0,5.777449760238431,5.83670401387526,6.103151705144606
85,6.116239547729492,5.0,5.0,5.0,5.772993325455987,5.8577908171338695,6.8232931839590405
86,5.299657344818115,5.0,5.0,5.0,5.2387640052032225,5.486679508518581,5.757791790625012
87,6.557514190673828,7.5376020021010435,5.0,5.0,5.0,5.230980391997149,5.692941175991447
88,5.834578037261963,6.552841968657781,5.0,5.0,5.0,5.0,5.0
89,5.946201324462891,5.0,5.0,5.809894379144197,6.78798133572737,7.428264308270253,8.145333086883602
90,5.383346080780029,5.0,5.0,5.0,5.6777807052660805,6.2441251443275085,7.455931955649724
91,5.107044219970703,5.431798275933005,5.0,5.0,5.1045757490560675,6.282763359929367,6.73016740422993
92,5.512001991271973,7.0,5.0,5.0,5.0,5.443697499232712,5.585026652029182
93,6.470056533813477,5.6777807052660805,5.0,5.0,5.066996434917505,5.179248420931792,5.596593332140245
94,5.4810709953308105,5.0,5.0,5.0,5.243715906895405,5.453088035684105,6.277301404357603
95,5.669766426086426,6.568636235841013,5.0,5.0,5.0,5.354422659077265,6.040360781990089
96,5.263699531555176,5.0,5.0,5.0,5.687565512969293,6.185720058683236,6.365728504575994
97,5.507073879241943,5.0,5.0,5.0,5.0,5.0817870785947,5.245361235784101
98,5.452807903289795,5.0,5.0,5.0,5.1604035918505,6.482533611546833,7.328082530686646
99,6.0387067794799805,7.1487416512809245,5.0,5.0,5.0,5.0,5.040131890109284
100,5.5967559814453125,5.0,5.0,5.0,6.096910013008056,6.327902142064283,6.886056647693163
101,6.6332502365112305,6.795880017344075,5.0,5.0,5.0,5.0,5.0
102,5.030342102050781,5.0,5.0,5.0,5.126064921014957,5.548269272182829,6.07808987328695
103,5.630546569824219,5.0,5.0,5.356547323513812,6.225665322090006,6.9361807461304394,7.426544110924854
104,6.179187297821045,5.0,5.0,5.0,5.460304123424455,5.727297459752913,5.842957517379254
105,5.314617156982422,5.0,5.0,5.0,5.0,5.0,5.0
106,5.750793933868408,5.823908740944319,5.20345532246629,6.017164014389946,6.175950050415242,6.536565304515894,7.283131573071842
107,6.061753273010254,5.0,5.0,5.0,5.0,5.0,5.76688585187342
108,5.205963611602783,5.0,5.0,5.0,5.0,5.68560050214124,6.162149745648636
109,4.908411979675293,5.0,5.0,5.0,5.0,5.0,5.0
110,5.453303337097168,5.0,5.0,5.0,5.0,5.0,5.040131890109284
111,5.589904308319092,7.154901959985743,5.0,5.0,5.261960783994296,6.04784313597719,6.456994634089324
112,5.599910736083984,5.769551078621726,5.0,5.0,5.4430283238465815,5.886056647693163,6.8278038631574445
113,5.13213586807251,5.0,5.0,5.0,5.966123950336049,6.2724906679227015,6.660612754819578
114,5.576424598693848,5.0,5.0,5.0,5.0,5.0,5.225963731050575
115,5.326010227203369,5.0,5.0,5.0,5.0,5.0,5.660197835163925
116,5.2582926750183105,5.0,5.0,5.0,5.0,5.0,5.26382721639824
117,6.397497177124023,6.920818753952375,5.0,5.0,5.0,5.0,5.007572071393811
118,5.230718612670898,5.0,5.0,5.0,5.0,5.058485964780413,5.394167233509005
119,5.655942916870117,5.920818753952375,5.0,5.0,5.0,5.177211329538633,6.0129411789224205
120,5.584164142608643,5.0,5.0,5.814466068864132,6.272453604906196,6.696261028355338,7.6839014626552515
121,5.367758750915527,5.0,5.0,5.0,5.0,5.0,5.805291306293503
122,5.019082069396973,5.0,5.0,5.0,5.0,5.12880209899354,6.385158597210712
123,5.437125205993652,5.0,5.0,5.356547323513812,6.225665322090006,6.9361807461304394,7.426544110924854
124,5.407232761383057,5.0,5.0,5.0,5.0,5.0,5.914134002854985
125,5.307500839233398,5.0,5.0,5.0,5.0,5.0,6.056863623584101
126,5.269561767578125,5.0,5.0,5.0,5.6777807052660805,5.920818753952375,6.6020599913279625
127,5.797667026519775,5.0,5.0,5.0,5.0,5.0,5.184163750790475
128,5.5710530281066895,5.0,5.0,5.0,6.087634237665788,6.436011907453359,6.878221880725147
129,5.167083740234375,5.0,5.0,5.0,5.3872161432802645,5.6777807052660805,6.318758762624412
130,5.576916694641113,5.0,5.0,5.0,5.0,5.0,5.971873254973035
131,5.427352428436279,5.0,5.0,5.0,5.0,5.84048799468407,6.329921787243084
132,5.317211627960205,5.853871964321762,5.0,5.0,5.0,5.247843135977189,5.476345411509232
133,5.216576099395752,5.0,5.0,5.0,5.0,5.0,5.17626838109566
134,5.649078369140625,5.0,5.0,5.377861439599078,6.101089344317988,7.142667503568731,8.244727494896694
135,6.0513482093811035,5.0,5.0,5.468521082957745,6.406736316113207,7.107905397309519,7.540856679306803
